points_last_5,minutes_per_game_last_5,clean_sheets_last_5,bonus_points_last_5,goals_conceded_last_5,yellow_cards_last_5,red_cards_last_5,starts_last_5,transfers_in_last_5,transfers_out_last_5,saves_last_5,influence_last_5,player_price_diff_last_5,player_price,saves_per_game_last_5,xG_conceded_per_game_last_5,xG_conceded_sum_last_5,home_away_current,fdr_current,actual_gw_points
7,90.0,1,0,3,0,0,2,239045,127229,3,32.6,-0.1,3.8,1.5,0.94,1.88,0,2,0
6,90.0,1,0,0,0,0,1,128789,137309,1,13.2,-0.1,3.8,1.0,0.66,0.66,1,3,0
0,0.0,0,0,0,0,0,0,56073,148150,0,0.0,-0.2,3.8,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,54132,161066,0,0.0,-0.3,3.7,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,69276,95032,0,0.0,-0.2,3.7,0.0,0.0,0.0,0,5,0
0,0.0,0,0,0,0,0,0,75480,73089,0,0.0,-0.1,3.7,0.0,0.0,0.0,1,2,3
3,90.0,0,0,1,0,0,1,88111,72292,3,29.2,-0.1,3.7,3.0,1.33,1.33,0,2,3
6,90.0,0,0,2,0,0,2,205120,73771,8,67.6,-0.1,3.7,4.0,1.51,3.02,1,2,2
8,90.0,0,0,3,0,0,3,299229,63665,10,85.6,0.0,3.7,3.33,1.35,4.05,0,2,9
17,90.0,1,3,3,0,0,4,389308,62023,12,107.0,0.0,3.7,3.0,1.27,5.1,1,5,3
20,90.0,1,3,4,0,0,5,431664,75629,17,147.8,0.1,3.8,3.4,1.34,6.71,1,2,2
19,90.0,1,3,4,0,0,5,553992,90837,16,143.8,0.1,3.8,3.2,1.16,5.82,1,2,3
19,90.0,1,3,4,0,0,5,600233,88426,14,131.0,0.1,3.8,2.8,0.94,4.72,0,4,2
19,90.0,1,3,5,0,0,5,536914,88371,15,143.0,0.2,3.9,3.0,0.88,4.4,1,2,0
10,90.0,0,0,5,0,0,4,493929,106792,13,121.6,0.2,3.9,3.25,0.84,3.35,0,3,0
7,90.0,0,0,4,0,0,3,449949,317336,8,80.8,0.1,3.9,2.67,0.58,1.74,0,2,0
5,90.0,0,0,3,0,0,2,316916,521242,6,55.6,0.1,3.9,3.0,0.65,1.3,0,3,0
2,90.0,0,0,2,0,0,1,149115,586391,3,30.0,0.0,3.8,3.0,0.71,0.71,1,3,0
0,0.0,0,0,0,0,0,0,91891,614983,0,0.0,-0.1,3.8,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,56991,682198,0,0.0,-0.2,3.7,0.0,0.0,0.0,1,2,0
9,90.0,0,1,11,1,0,5,14000,6823,17,124.2,0.0,4.5,3.4,1.76,8.82,0,2,3
9,90.0,0,0,8,1,0,5,23740,9403,12,91.4,0.0,4.5,2.4,1.52,7.62,1,2,1
8,90.0,0,0,7,1,0,5,31831,10910,9,68.2,0.0,4.5,1.8,1.31,6.57,1,3,3
10,90.0,0,0,6,1,0,5,31206,14563,11,85.8,0.0,4.5,2.2,1.5,7.5,0,2,3
12,90.0,0,0,7,0,0,5,27361,16543,16,133.0,0.0,4.5,3.2,1.9,9.49,0,4,2
12,90.0,0,0,9,0,0,5,21842,16821,18,156.2,0.0,4.5,3.6,2.26,11.29,1,4,3
12,90.0,0,0,9,0,0,5,12524,15815,20,158.8,0.0,4.5,4.0,2.29,11.43,0,4,3
14,90.0,0,0,8,0,0,5,5001,14361,21,166.4,0.0,4.5,4.2,2.5,12.51,1,2,3
14,90.0,0,0,8,1,0,5,7304,10693,25,188.4,0.0,4.5,5.0,2.44,12.2,0,2,1
12,90.0,0,0,9,2,0,5,10070,8593,22,163.4,0.0,4.5,4.4,2.54,12.7,1,5,1
11,90.0,0,0,10,2,0,5,11567,8590,23,175.0,0.0,4.5,4.6,2.55,12.75,1,5,2
10,90.0,0,0,11,2,0,5,12572,10787,22,173.4,0.0,4.5,4.4,2.26,11.31,1,3,6
13,90.0,1,0,10,2,0,5,11284,13468,21,165.2,0.0,4.5,4.2,2.17,10.87,0,2,1
11,90.0,1,0,11,1,0,5,14720,13291,16,130.8,0.0,4.5,3.2,2.36,11.78,1,3,2
12,90.0,1,0,11,0,0,5,15439,14852,18,145.2,0.0,4.5,3.6,1.96,9.81,0,2,5
16,90.0,1,1,8,0,0,5,19002,17284,20,144.2,0.0,4.5,4.0,1.67,8.36,1,2,6
20,90.0,2,1,6,0,0,5,20913,16337,18,135.2,0.0,4.5,3.6,1.53,7.64,0,4,0
14,90.0,1,1,10,0,0,5,22190,14542,18,136.6,0.0,4.5,3.6,1.65,8.24,1,2,1
14,90.0,1,1,11,0,0,5,48516,19955,16,126.6,0.0,4.5,3.2,1.49,7.46,1,3,4
16,90.0,1,2,10,0,0,5,58846,26659,17,128.8,0.0,4.5,3.4,1.75,8.77,0,5,3
14,90.0,1,1,13,0,0,5,67812,32215,19,156.6,0.0,4.5,3.8,2.22,11.09,1,3,2
10,90.0,0,1,16,0,0,5,72097,32861,22,179.8,0.0,4.5,4.4,2.41,12.04,0,2,3
13,90.0,0,1,13,0,0,5,96025,35899,23,182.0,0.0,4.5,4.6,2.47,12.35,0,2,1
13,90.0,0,1,14,0,0,5,88701,34394,28,211.6,0.0,4.5,5.6,2.64,13.2,1,2,2
11,90.0,0,0,13,0,0,5,94383,27802,24,190.8,0.0,4.5,4.8,2.42,12.1,0,4,1
9,90.0,0,0,11,0,0,5,80846,32632,17,134.0,0.0,4.5,3.4,2.35,11.77,0,5,2
9,90.0,0,0,10,0,0,5,74628,36162,16,121.6,0.0,4.5,3.2,2.15,10.76,1,2,2
8,90.0,0,0,10,0,0,5,51455,34726,14,106.8,0.0,4.5,2.8,1.7,8.51,0,5,3
10,90.0,0,0,11,0,0,5,28573,36114,18,130.4,0.0,4.5,3.6,2.02,10.11,1,2,1
9,90.0,0,0,15,0,0,5,12894,38150,20,144.4,0.0,4.5,4.0,2.31,11.54,0,2,2
10,90.0,0,0,15,0,0,5,13573,30672,21,155.4,0.0,4.5,4.2,1.95,9.77,1,2,3
11,90.0,0,0,14,0,0,5,14285,26778,20,144.8,0.0,4.5,4.0,2.08,10.38,0,3,2
11,90.0,0,0,16,0,0,5,13310,29703,24,176.8,0.0,4.5,4.8,2.66,13.28,1,2,0
19,90.0,2,0,3,0,0,5,657907,266822,7,83.2,0.0,5.6,1.4,0.74,3.71,1,2,6
19,90.0,2,0,3,1,0,5,740628,355360,9,88.0,0.1,5.6,1.8,0.89,4.44,0,2,1
14,90.0,1,0,5,1,0,5,698363,368219,8,77.6,0.1,5.6,1.6,0.92,4.59,0,5,1
13,90.0,1,0,5,2,0,5,472350,446441,9,88.6,0.1,5.6,1.8,0.85,4.27,1,2,0
10,90.0,1,0,4,2,0,4,272218,459460,6,57.2,0.0,5.6,1.5,0.7,2.82,0,4,7
15,90.0,2,0,3,2,0,4,167781,500308,7,67.0,-0.1,5.5,1.75,0.73,2.91,1,2,2
11,90.0,1,0,4,1,0,4,122818,449027,4,51.8,-0.1,5.5,1.0,0.66,2.65,0,3,1
11,90.0,1,0,6,1,0,4,86430,449987,9,82.6,-0.1,5.5,2.25,1.29,5.17,1,4,2
12,90.0,1,0,6,0,0,4,78013,429324,10,94.8,-0.1,5.5,2.5,1.33,5.32,1,3,1
13,90.0,1,0,9,0,0,5,101275,386580,11,105.6,-0.1,5.5,2.2,1.16,5.81,0,4,4
10,90.0,0,0,10,0,0,5,156815,286276,14,125.2,0.0,5.5,2.8,1.36,6.82,0,2,2
10,90.0,0,0,10,0,0,5,219100,269936,15,125.2,0.0,5.5,3.0,1.28,6.38,1,2,0
9,90.0,0,0,8,1,0,5,246757,243331,10,93.4,0.0,5.5,2.0,1.05,5.24,0,2,2
9,90.0,0,0,8,1,0,5,258011,153226,9,81.4,0.0,5.5,1.8,1.14,5.69,1,2,6
14,90.0,1,0,5,1,0,5,265052,148785,10,90.4,0.0,5.5,2.0,1.11,5.53,0,4,1
11,73.4,1,0,4,1,0,5,268031,215275,4,44.8,0.0,5.5,0.8,0.71,3.57,1,2,1
10,73.4,1,0,4,2,0,5,196179,293099,5,49.8,0.0,5.5,1.0,0.94,4.68,0,2,2
12,73.4,1,0,3,1,0,5,171908,284559,6,60.2,0.0,5.5,1.2,0.78,3.88,1,2,7
17,73.4,2,1,2,1,0,5,190492,304278,6,62.2,0.0,5.5,1.2,0.64,3.19,1,3,5
16,73.4,1,3,3,1,0,5,218182,318883,9,83.6,0.0,5.5,1.8,0.89,4.44,1,2,6
21,90.0,2,3,3,1,0,5,227951,264014,11,102.8,0.0,5.5,2.2,0.94,4.7,0,2,9
29,90.0,3,5,2,0,0,5,250567,189415,13,116.8,0.0,5.5,2.6,0.84,4.19,1,3,2
29,90.0,3,5,2,0,0,5,277945,176301,12,110.2,0.0,5.5,2.4,0.69,3.43,0,5,0
22,83.0,2,4,3,1,0,5,263423,173309,12,92.6,0.0,5.5,2.4,0.88,4.4,1,5,0
17,81.25,2,2,2,1,0,4,195821,191099,7,51.4,0.0,5.5,1.75,0.7,2.82,1,3,0
11,78.33,1,2,2,1,0,3,123542,220792,5,32.2,0.0,5.5,1.67,0.83,2.48,0,2,0
2,72.5,0,0,2,1,0,2,75188,289317,1,5.2,0.0,5.5,0.5,0.78,1.55,1,2,2
2,72.5,0,0,2,1,0,2,60945,284525,2,13.4,0.0,5.5,1.0,0.89,1.78,0,3,7
9,90.0,1,0,1,0,0,2,61918,263737,4,42.6,0.0,5.5,2.0,0.49,0.98,0,2,1
10,75.0,1,0,1,0,0,3,218279,240178,5,53.2,0.0,5.5,1.67,0.75,2.25,1,2,2
12,78.75,1,0,2,0,0,4,241188,227959,5,61.4,0.0,5.5,1.25,0.65,2.6,0,3,6
18,81.0,2,0,2,0,0,5,328872,172654,6,74.8,0.0,5.5,1.2,0.54,2.72,0,4,7
23,76.6,3,0,1,0,0,5,392263,192772,8,83.2,0.0,5.5,1.6,0.55,2.75,1,2,0
0,0.0,0,0,0,0,0,0,22467,25515,0,0.0,0.0,3.9,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,25988,33474,0,0.0,-0.1,3.9,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,28723,33027,0,0.0,-0.1,3.9,0.0,0.0,0.0,0,5,0
0,0.0,0,0,0,0,0,0,33459,30714,0,0.0,-0.1,3.9,0.0,0.0,0.0,1,2,2
2,90.0,0,0,1,0,0,1,35203,27997,2,18.6,-0.1,3.9,2.0,0.83,0.83,0,4,0
2,90.0,0,0,1,0,0,1,30619,24078,2,18.6,0.0,3.9,2.0,0.83,0.83,1,2,0
2,90.0,0,0,1,0,0,1,33207,19514,2,18.6,0.0,3.9,2.0,0.83,0.83,0,3,0
2,90.0,0,0,1,0,0,1,32188,18173,2,18.6,0.0,3.9,2.0,0.83,0.83,1,4,0
2,90.0,0,0,1,0,0,1,31497,17278,2,18.6,0.0,3.9,2.0,0.83,0.83,1,3,0
0,0.0,0,0,0,0,0,0,31657,18552,0,0.0,0.0,3.9,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,17805,18876,0,0.0,0.0,3.9,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,12648,19177,0,0.0,0.0,3.9,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,10270,17304,0,0.0,0.0,3.9,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,11458,15223,0,0.0,-0.1,3.8,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,16385,14823,0,0.0,-0.1,3.8,0.0,0.0,0.0,0,4,2
2,82.0,0,0,2,0,0,0,20527,22934,3,24.4,-0.1,3.8,3.0,1.15,1.15,1,2,0
2,82.0,0,0,2,0,0,0,24972,26032,3,24.4,-0.1,3.8,3.0,1.15,1.15,0,2,0
2,82.0,0,0,2,0,0,0,25342,27218,3,24.4,-0.1,3.8,3.0,1.15,1.15,1,2,0
2,82.0,0,0,2,0,0,0,21247,30963,3,24.4,0.0,3.8,3.0,1.15,1.15,1,3,0
2,82.0,0,0,2,0,0,0,17711,34624,3,24.4,-0.1,3.7,3.0,1.15,1.15,1,2,0
0,0.0,0,0,0,0,0,0,16311,30047,0,0.0,-0.1,3.7,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,17651,27681,0,0.0,-0.1,3.7,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,21808,27190,0,0.0,-0.1,3.7,0.0,0.0,0.0,0,5,2
2,34.0,0,0,0,0,0,0,23518,25701,4,26.8,-0.1,3.7,4.0,1.16,1.16,1,5,8
10,62.0,1,2,0,0,0,1,38362,23110,6,46.6,0.0,3.7,3.0,0.92,1.84,1,3,2
12,71.33,1,2,1,0,0,2,85457,19122,8,67.2,0.0,3.7,2.67,0.86,2.57,0,2,1
13,76.0,1,2,3,0,0,3,179449,20562,10,84.2,0.0,3.7,2.5,0.91,3.65,1,2,0
13,76.0,1,2,3,0,0,3,202845,33622,10,84.2,0.1,3.8,2.5,0.91,3.65,0,3,0
11,90.0,1,2,3,0,0,3,212908,73078,6,57.4,0.0,3.7,2.0,0.83,2.49,0,2,1
4,75.0,0,0,3,0,0,2,206483,96000,5,45.2,0.0,3.7,1.67,0.72,2.17,1,2,0
2,67.5,0,0,2,0,0,1,180618,114422,3,24.6,0.0,3.7,1.5,0.72,1.44,0,3,0
1,45.0,0,0,0,0,0,0,86527,164043,1,7.6,-0.1,3.6,1.0,0.36,0.36,0,4,2
3,33.0,0,0,0,0,0,0,64340,203315,4,32.2,-0.2,3.6,2.0,0.59,1.18,1,2,2
13,90.0,1,1,10,2,0,5,339478,774572,20,164.6,0.0,5.0,4.0,1.89,9.47,0,2,7
11,90.0,1,0,10,2,0,5,369110,990189,18,148.6,-0.1,4.9,3.6,1.66,8.32,1,2,2
11,90.0,1,0,9,2,0,5,252816,1038826,14,119.0,-0.1,4.9,2.8,1.47,7.33,1,2,2
13,90.0,1,0,8,1,0,5,146787,1180529,14,121.0,-0.1,4.9,2.8,1.41,7.04,0,2,3
16,90.0,1,0,6,0,0,5,131292,1010695,17,130.6,-0.1,4.9,3.4,1.23,6.15,1,5,2
16,90.0,1,0,6,1,0,5,106659,909671,19,138.8,-0.2,4.8,3.8,1.64,8.2,0,3,6
15,90.0,1,0,6,1,0,5,100721,768199,17,123.0,-0.1,4.8,3.4,1.62,8.09,1,2,8
21,90.0,2,1,5,1,0,5,95975,690599,20,135.6,-0.1,4.8,4.0,1.54,7.7,0,2,9
28,90.0,3,2,4,1,0,5,133013,476602,24,170.6,-0.1,4.8,4.8,1.9,9.48,0,4,3
28,90.0,3,2,4,1,0,5,184816,369845,22,162.6,-0.1,4.8,4.4,2.15,10.75,1,3,2
28,90.0,3,2,2,0,0,5,239756,240559,17,128.4,0.0,4.8,3.4,1.64,8.21,1,2,1
23,90.0,2,2,5,0,0,5,326809,189746,16,128.6,0.0,4.8,3.2,1.74,8.68,0,5,10
25,90.0,2,3,5,0,0,5,299011,275829,20,164.0,0.0,4.8,4.0,2.12,10.61,0,3,2
18,90.0,1,2,7,0,0,5,285388,240919,17,145.6,0.0,4.8,3.4,1.85,9.24,1,3,1
16,90.0,1,2,8,0,0,5,230265,241565,15,137.8,0.0,4.8,3.0,1.65,8.27,0,2,1
15,90.0,1,2,9,0,0,5,195334,251980,13,128.0,0.0,4.8,2.6,1.52,7.61,1,3,2
16,90.0,1,2,8,0,0,5,89616,434346,15,134.6,0.0,4.8,3.0,1.5,7.49,0,2,1
7,90.0,0,0,11,1,0,5,83164,382329,10,96.2,0.0,4.8,2.0,1.45,7.24,1,2,8
13,90.0,1,1,9,1,0,5,52729,377774,11,96.4,0.0,4.8,2.2,1.51,7.57,0,4,4
16,90.0,1,1,8,1,0,5,57830,359509,18,140.6,0.0,4.8,3.6,1.68,8.38,0,2,3
18,90.0,1,1,7,1,0,5,79864,333475,21,156.0,0.0,4.8,4.2,1.88,9.38,1,2,2
18,90.0,1,1,7,1,0,5,154671,146858,21,153.6,0.0,4.8,4.2,1.83,9.13,0,5,2
19,90.0,1,1,7,0,0,5,166495,116084,23,175.6,0.0,4.8,4.6,2.07,10.35,1,2,11
22,90.0,1,3,7,0,0,5,198728,116770,25,191.4,0.0,4.8,5.0,2.03,10.14,0,2,3
21,90.0,1,3,7,0,0,5,262369,122064,21,162.6,0.0,4.8,4.2,2.05,10.25,0,3,2
20,90.0,1,3,10,0,0,5,275713,115010,24,190.0,0.1,4.9,4.8,2.31,11.55,1,4,2
20,90.0,1,3,10,1,0,5,268262,116381,27,207.6,0.1,4.9,5.4,2.81,14.03,0,2,2
20,90.0,1,3,9,1,0,5,325027,96257,25,194.6,0.1,4.9,5.0,2.49,12.46,1,2,1
10,90.0,0,0,11,1,0,5,335726,110126,21,161.0,0.2,5.0,4.2,2.35,11.75,1,2,4
11,90.0,0,0,11,1,0,5,388676,160897,23,169.0,0.2,5.0,4.6,2.24,11.21,0,2,2
11,90.0,0,0,11,1,0,5,379479,177486,23,167.6,0.1,5.0,4.6,1.93,9.64,1,5,3
12,90.0,0,0,10,0,0,5,380025,209204,22,161.4,0.1,5.0,4.4,1.55,7.76,1,3,2
12,90.0,0,0,10,0,0,5,381429,245296,24,174.0,0.1,5.0,4.8,1.67,8.33,0,3,7
0,0.0,0,0,0,0,0,0,5318,24086,0,0.0,0.0,4.0,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,5913,27703,0,0.0,0.0,4.0,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,6135,24922,0,0.0,-0.1,3.9,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,13380,23323,0,0.0,-0.1,3.9,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,15509,20294,0,0.0,-0.1,3.9,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,17029,19174,0,0.0,-0.1,3.9,0.0,0.0,0.0,1,5,0
0,0.0,0,0,0,0,0,0,19433,17161,0,0.0,-0.1,3.9,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,18872,14051,0,0.0,0.0,3.9,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,12577,11320,0,0.0,0.0,3.9,0.0,0.0,0.0,1,3,1
1,4.0,0,0,0,0,0,0,10671,10986,0,0.0,0.0,3.9,0.0,0.18,0.18,0,2,2
3,47.0,0,0,3,0,0,1,326371,9861,3,30.0,0.1,4.0,1.5,1.7,3.41,0,4,2
5,61.33,0,0,7,0,0,2,530383,13798,10,70.8,0.2,4.1,3.33,2.43,7.29,1,2,7
12,68.5,1,0,7,0,0,3,632997,22510,14,96.2,0.2,4.1,3.5,1.9,7.58,0,2,3
15,72.8,1,0,8,0,0,4,767632,25431,18,127.6,0.3,4.2,3.6,1.89,9.46,1,2,2
16,90.0,1,0,11,0,0,5,812033,29633,21,157.2,0.3,4.2,4.2,2.55,12.74,0,5,8
22,90.0,1,1,12,1,0,5,505061,80954,28,213.8,0.2,4.2,5.6,3.36,16.78,1,5,3
23,90.0,1,1,11,1,0,5,391173,139542,29,224.8,0.1,4.2,5.8,3.15,15.74,0,4,3
19,90.0,0,1,12,1,0,5,316204,147236,29,228.6,0.1,4.2,5.8,3.38,16.89,1,2,1
17,90.0,0,1,15,1,0,5,235866,148224,29,230.2,0.0,4.2,5.8,3.46,17.28,0,2,1
16,90.0,0,1,14,1,0,5,232067,170057,27,212.6,0.0,4.2,5.4,3.06,15.32,1,2,2
10,90.0,0,0,12,0,0,5,252810,157727,21,149.4,0.0,4.2,4.2,2.13,10.64,0,5,0
7,90.0,0,0,9,0,0,4,173848,134175,13,97.6,0.0,4.2,3.25,1.95,7.8,1,2,7
11,90.0,1,0,8,0,0,4,153295,159200,12,90.6,0.0,4.2,3.0,1.79,7.16,0,3,2
12,90.0,1,0,7,0,0,4,104326,213733,12,84.8,0.0,4.2,3.0,1.64,6.56,1,2,1
12,90.0,1,0,8,0,0,4,92545,256071,12,84.8,0.0,4.2,3.0,1.62,6.48,1,2,2
12,90.0,1,0,7,0,0,4,119572,241409,10,81.0,0.0,4.2,2.5,1.33,5.31,0,3,9
21,90.0,2,2,7,0,0,5,134975,218493,14,115.8,0.0,4.2,2.8,1.32,6.58,1,3,6
20,90.0,2,2,7,0,0,5,173348,195774,13,103.2,0.0,4.2,2.6,1.3,6.51,0,2,2
20,90.0,2,2,6,0,0,5,242988,161058,14,107.0,0.0,4.2,2.8,1.14,5.72,1,2,3
22,90.0,2,2,4,0,0,5,291316,204642,16,122.2,0.1,4.3,3.2,1.16,5.78,0,2,3
23,90.0,2,2,4,0,0,5,296202,204563,18,129.2,0.1,4.3,3.6,1.09,5.44,1,2,3
17,90.0,1,0,5,0,0,5,357943,232284,17,114.0,0.1,4.3,3.4,1.1,5.49,0,4,2
13,90.0,0,0,8,0,0,5,401901,257095,20,142.4,0.1,4.3,4.0,1.24,6.2,0,2,0
15,90.0,1,0,7,0,0,5,109813,225324,16,117.4,0.0,5.5,3.2,1.18,5.9,0,2,6
18,90.0,2,0,6,0,0,5,213120,248188,12,90.8,0.0,5.5,2.4,0.99,4.94,1,2,6
21,90.0,3,0,5,0,0,5,257408,206957,11,81.0,0.0,5.5,2.2,0.9,4.5,0,3,1
21,90.0,3,0,5,0,0,5,283434,196266,10,74.0,0.0,5.5,2.0,0.95,4.77,1,2,7
26,90.0,4,0,2,0,0,5,285350,183569,9,76.6,0.0,5.5,1.8,0.91,4.56,0,2,2
22,90.0,3,0,4,0,0,5,283150,156071,11,87.6,0.0,5.5,2.2,1.0,5.0,1,5,6
22,90.0,3,0,4,0,0,5,187821,185434,11,90.4,0.0,5.5,2.2,0.92,4.62,0,2,4
20,90.0,2,1,6,0,0,5,157171,169983,17,125.8,0.0,5.5,3.4,1.29,6.46,1,3,3
22,90.0,2,1,5,0,0,5,143882,155337,19,133.8,0.0,5.5,3.8,1.16,5.82,1,3,6
21,89.0,2,1,5,0,0,5,168550,150102,17,121.6,0.0,5.5,3.4,0.96,4.78,0,2,0
19,88.75,2,1,3,0,0,4,152494,321288,13,92.4,0.0,5.5,3.25,0.95,3.8,0,4,0
13,88.33,1,1,3,0,0,3,145479,496146,12,82.4,-0.1,5.4,4.0,1.08,3.24,1,2,0
9,87.5,1,0,1,0,0,2,110979,587399,4,28.0,-0.1,5.4,2.0,0.38,0.75,0,2,0
6,85.0,1,0,0,0,0,1,74193,608162,1,9.2,-0.1,5.4,1.0,0.17,0.17,1,2,0
0,0.0,0,0,0,0,0,0,17058,608060,0,0.0,-0.1,5.4,0.0,0.0,0.0,0,5,0
0,0.0,0,0,0,0,0,0,1907,436523,0,0.0,-0.1,5.4,0.0,0.0,0.0,1,5,0
0,0.0,0,0,0,0,0,0,1432,242095,0,0.0,-0.1,5.3,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,1369,152914,0,0.0,-0.1,5.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,1244,110284,0,0.0,-0.1,5.3,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,1210,95212,0,0.0,-0.1,5.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,1279,79462,0,0.0,-0.1,5.3,0.0,0.0,0.0,0,5,0
0,0.0,0,0,0,0,0,0,964,55724,0,0.0,0.0,5.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,852,44912,0,0.0,0.0,5.3,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,813,44282,0,0.0,0.0,5.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,834,36309,0,0.0,0.0,5.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,776,27171,0,0.0,0.0,5.3,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,738,22006,0,0.0,0.0,5.3,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,748,19175,0,0.0,0.0,5.3,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,764,16189,0,0.0,0.0,5.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,1027,15387,0,0.0,0.0,5.3,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,1688,14867,0,0.0,0.0,5.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,20092,13914,0,0.0,0.0,5.3,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,38464,13394,0,0.0,0.0,5.3,0.0,0.0,0.0,0,2,1
14,90.0,1,0,7,1,0,5,303584,211742,18,111.2,0.0,4.0,3.6,1.39,6.94,0,5,1
13,90.0,1,0,7,1,0,5,349564,281525,15,90.4,0.0,4.0,3.0,1.49,7.44,1,2,3
14,90.0,1,0,7,1,0,5,337181,312089,16,92.2,0.0,4.0,3.2,1.73,8.63,0,2,6
17,90.0,2,0,4,1,0,5,468415,314419,11,69.6,0.0,4.0,2.2,1.31,6.53,1,2,1
13,90.0,1,0,6,0,0,5,554473,260783,11,73.2,0.1,4.1,2.2,1.22,6.11,0,5,2
13,90.0,1,0,8,0,0,5,525696,269932,14,91.2,0.1,4.1,2.8,1.7,8.5,1,3,0
12,90.0,1,0,6,0,0,4,523589,224762,12,82.0,0.1,4.1,3.0,1.79,7.17,0,3,0
9,90.0,1,0,5,0,0,3,460994,216913,9,63.8,0.1,4.1,3.0,1.82,5.47,1,2,0
3,90.0,0,0,5,0,0,2,297148,187143,7,47.0,0.1,4.1,3.5,2.33,4.66,1,2,0
2,90.0,0,0,3,0,0,1,178336,236002,5,29.8,0.0,4.1,5.0,2.95,2.95,0,3,0
0,0.0,0,0,0,0,0,0,107426,386332,0,0.0,-0.1,4.0,0.0,0.0,0.0,0,2,3
3,90.0,0,0,1,0,0,1,71879,517179,3,22.0,-0.1,4.0,3.0,1.17,1.17,1,3,2
5,90.0,0,0,3,0,0,2,90519,506741,7,51.2,-0.2,3.9,3.5,1.35,2.7,1,2,2
7,90.0,0,0,6,0,0,3,93875,483877,10,75.4,-0.2,3.9,3.33,1.42,4.27,0,4,3
10,90.0,0,0,7,0,0,4,98160,433519,15,120.8,-0.2,3.9,3.75,1.68,6.7,1,3,3
13,90.0,0,0,8,0,0,5,117280,245829,19,144.8,-0.1,3.9,3.8,1.49,7.47,0,2,1
11,90.0,0,0,10,0,0,5,182507,176882,18,140.6,-0.1,3.9,3.6,1.52,7.59,1,5,1
10,90.0,0,0,10,0,0,5,165290,179119,16,126.0,0.0,3.9,3.2,1.46,7.29,0,2,0
8,90.0,0,0,7,0,0,4,154095,178178,13,101.8,0.0,3.9,3.25,1.43,5.72,1,3,0
5,90.0,0,0,6,0,0,3,152091,198287,8,56.4,0.0,3.9,2.67,1.1,3.29,1,2,0
2,90.0,0,0,5,0,0,2,151824,221579,4,32.4,0.0,3.9,2.0,1.26,2.52,0,4,0
1,90.0,0,0,2,0,0,1,90864,173832,2,14.6,0.0,3.9,2.0,1.23,1.23,1,4,0
0,0.0,0,0,0,0,0,0,76591,177398,0,0.0,0.0,3.9,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,68387,213502,0,0.0,0.0,3.9,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,56386,193394,0,0.0,0.0,3.9,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,38933,194887,0,0.0,-0.1,3.8,0.0,0.0,0.0,1,2,-1
-1,0.0,0,0,0,1,0,0,36833,202287,0,0.0,-0.1,3.8,0.0,0.0,0.0,0,4,0
