points_last_5,minutes_per_game_last_5,goals_last_5,assists_last_5,clean_sheets_last_5,bonus_points_last_5,goals_conceded_last_5,yellow_cards_last_5,red_cards_last_5,starts_last_5,transfers_in_last_5,transfers_out_last_5,saves_last_5,influence_last_5,creativity_last_5,threat_last_5,player_price_diff_last_5,player_price,xG_per_90_last_5,xA_per_90_last_5,xG_conceded_per_90_last_5,home_away_current,fdr_current,actual_gw_points,position_1,position_2,position_3
1,71.0,0,0,0,0,2,1,0,1,1828,44353,0,18.6,1.6,0.0,0.0,4.4,0.0,0.01,1.52,1,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,1603,38973,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0,4,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,1282,33066,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,1,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,558,32115,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,1,3,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,307,26648,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0,5,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,276,16136,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,1,3,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,298,11720,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,287,10586,0,0.0,0.0,0.0,-0.1,4.3,0.0,0.0,0.0,0,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,298,8947,0,0.0,0.0,0.0,-0.1,4.3,0.0,0.0,0.0,1,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,304,7197,0,0.0,0.0,0.0,-0.1,4.3,0.0,0.0,0.0,0,4,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,349,5691,0,0.0,0.0,0.0,-0.1,4.3,0.0,0.0,0.0,0,5,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,290,4952,0,0.0,0.0,0.0,-0.1,4.3,0.0,0.0,0.0,1,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,248,4371,0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0,5,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,307,3701,0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,1,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,333,3784,0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,287,3631,0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,1,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,279,3374,0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0,3,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,325,3187,0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,1,2,0,0,1,0
8,44.4,0,0,0,0,4,0,0,3,11815,42180,0,11.2,45.3,31.0,0.0,4.9,0.08,0.03,0.8,0,2,1,0,0,1
7,34.2,0,0,0,0,3,0,0,2,14973,48932,0,6.4,34.6,31.0,-0.2,4.8,0.08,0.02,0.51,1,2,7,0,0,1
12,26.0,1,0,0,2,2,0,0,1,15416,42323,0,39.00000000000001,23.5,52.0,-0.2,4.8,0.1,0.01,0.22,1,3,2,0,0,1
12,25.2,1,0,0,2,2,0,0,1,16079,38528,0,41.00000000000001,22.0,35.0,-0.1,4.8,0.02,0.01,0.45,0,2,5,0,0,1
16,25.8,2,0,0,2,3,0,0,1,18196,32654,0,74.00000000000001,22.400000000000002,60.0,-0.1,4.8,0.15,0.01,0.46,0,4,1,0,0,1
16,27.6,2,0,0,2,3,0,0,1,26974,29176,0,74.00000000000001,22.400000000000002,69.0,-0.1,4.8,0.17,0.01,0.54,1,4,1,0,0,1
16,28.2,2,0,0,2,4,0,0,1,29647,27371,0,73.80000000000001,22.3,69.0,0.0,4.8,0.17,0.01,0.57,0,4,1,0,0,1
10,23.2,1,0,0,0,3,0,0,1,29414,25333,0,39.6,21.8,44.0,0.0,4.8,0.15,0.01,0.58,1,2,0,0,0,1
8,13.2,1,0,0,0,3,1,0,0,28021,23704,0,37.6,12.6,38.0,0.0,4.8,0.15,0.0,0.41,0,2,1,0,0,1
4,15.4,0,0,0,0,3,1,0,0,23388,23441,0,2.6,1.5000000000000002,15.0,0.0,4.8,0.03,0.0,0.75,1,5,6,0,0,1
9,24.6,1,0,0,0,6,1,0,1,13562,21849,0,36.6,3.8,41.0,0.0,4.8,0.05,0.0,1.01,1,5,7,0,0,1
15,39.6,2,0,0,1,7,1,0,2,11214,18946,0,72.00000000000001,15.5,78.0,0.0,4.8,0.1,0.0,1.27,1,3,2,0,0,1
16,54.8,2,0,1,1,7,1,0,3,33432,19858,0,80.4,37.7,111.0,0.0,4.8,0.21,0.01,1.51,0,2,2,0,0,1
18,65.6,2,0,1,1,8,0,0,4,54122,20863,0,95.6,58.4,142.0,0.0,4.8,0.23,0.01,1.77,1,3,6,0,0,1
23,77.8,3,0,1,1,10,0,0,5,59791,32539,0,124.0,62.39999999999999,188.0,0.0,4.8,0.45,0.03,1.71,0,2,2,0,0,1
19,83.8,2,0,1,1,8,0,0,5,93457,52661,0,96.6,82.4,161.0,0.0,4.8,0.41,0.04,1.57,1,2,17,0,0,1
29,79.8,4,0,2,3,6,0,0,5,96057,69650,0,162.8,86.3,214.0,0.0,4.8,0.54,0.04,1.32,0,4,6,0,0,1
33,81.4,5,0,1,3,10,0,0,5,139207,72603,0,192.8,64.60000000000001,209.0,0.0,4.8,0.46,0.04,1.51,1,2,5,0,0,1
36,85.4,5,1,1,3,11,0,0,5,387601,82553,0,180.6,46.6,230.0,0.1,4.9,0.51,0.03,1.38,1,3,0,0,0,1
30,84.25,4,1,1,3,8,0,0,4,595450,119594,0,151.79999999999998,42.5,178.0,0.1,4.9,0.36,0.02,1.35,0,5,0,0,0,1
28,82.33,4,1,1,3,7,0,0,3,775736,149629,0,145.2,20.2,170.0,0.1,4.9,0.47,0.01,1.47,1,3,0,0,0,1
11,88.5,1,1,0,0,7,0,0,2,773953,229814,0,43.6,4.6,80.0,0.1,4.9,0.24,0.0,2.03,0,2,0,0,0,1
5,90.0,0,1,0,0,3,0,0,1,706172,362547,0,5.2,3.8,52.0,0.1,4.9,0.33,0.0,1.81,0,2,0,0,0,1
0,0.0,0,0,0,0,0,0,0,0,434928,488030,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,1,2,0,0,0,1
0,0.0,0,0,0,0,0,0,0,0,220562,459228,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0,4,0,0,0,1
0,0.0,0,0,0,0,0,0,0,0,5895,430561,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0,5,0,0,0,1
0,0.0,0,0,0,0,0,0,0,0,1648,343614,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,1,2,0,0,0,1
0,0.0,0,0,0,0,0,0,0,0,1193,212766,0,0.0,0.0,0.0,-0.1,4.8,0.0,0.0,0.0,0,5,0,0,0,1
0,0.0,0,0,0,0,0,0,0,0,846,80249,0,0.0,0.0,0.0,-0.1,4.8,0.0,0.0,0.0,1,2,0,0,0,1
0,0.0,0,0,0,0,0,0,0,0,501,63950,0,0.0,0.0,0.0,-0.1,4.8,0.0,0.0,0.0,0,2,1,0,0,1
1,12.0,0,0,0,0,0,0,0,0,439,44571,0,0.2,0.8,2.0,-0.1,4.8,0.0,0.0,0.0,1,2,9,0,0,1
10,45.5,1,0,0,3,1,0,0,1,2033,34436,0,44.400000000000006,1.3,23.0,-0.1,4.8,0.16,0.0,0.72,0,3,2,0,0,1
12,60.33,1,0,0,3,4,0,0,2,8917,26929,0,48.800000000000004,2.7,34.0,0.0,4.8,0.14,0.0,1.56,1,2,2,0,0,1
6,90.0,0,0,0,0,11,0,0,5,57995,210886,0,97.00000000000001,16.1,33.0,0.0,4.0,0.07,0.01,1.76,0,2,2,1,0,0
8,90.0,0,0,0,0,8,0,0,5,84643,242361,0,83.0,16.0,33.0,0.0,4.0,0.07,0.01,1.52,1,2,1,1,0,0
8,76.0,0,0,0,0,5,0,0,5,95299,214015,0,52.8,15.2,33.0,0.0,4.0,0.07,0.01,1.11,1,3,0,1,0,0
7,72.5,0,0,0,0,3,0,0,4,93468,249799,0,39.0,13.799999999999999,33.0,0.0,4.0,0.09,0.01,1.12,0,2,0,1,0,0
5,66.67,0,0,0,0,2,0,0,3,75908,283799,0,26.6,13.799999999999999,0.0,0.0,4.0,0.0,0.01,1.17,0,4,0,1,0,0
3,55.0,0,0,0,0,1,0,0,2,61485,296802,0,7.4,0.7,0.0,-0.1,3.9,0.0,0.0,1.46,1,4,0,1,0,0
1,20.0,0,0,0,0,0,0,0,1,35456,294850,0,0.2,0.1,0.0,-0.1,3.9,0.0,0.0,0.03,0,4,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,9597,284307,0,0.0,0.0,0.0,-0.1,3.9,0.0,0.0,0.0,1,2,2,1,0,0
2,90.0,0,0,0,0,1,0,0,1,5424,195275,0,29.2,29.0,9.0,-0.1,3.9,0.01,0.2,1.68,0,2,1,1,0,0
3,90.0,0,0,0,0,4,0,0,2,9932,117569,0,52.2,29.8,9.0,-0.1,3.9,0.0,0.1,2.58,1,5,0,1,0,0
3,90.0,0,0,0,0,8,0,0,3,18931,74604,0,72.6,43.1,9.0,0.0,3.9,0.0,0.07,2.53,1,5,1,1,0,0
4,90.0,0,0,0,0,10,0,0,4,23899,50519,0,80.4,53.900000000000006,9.0,0.0,3.9,0.0,0.05,2.3,1,3,7,1,0,0
11,87.0,0,0,1,1,10,0,0,5,25425,36882,0,95.2,65.2,9.0,0.0,3.9,0.0,0.04,2.09,0,2,1,1,0,0
10,87.0,0,0,1,1,11,0,0,5,36528,25374,0,87.4,37.0,0.0,0.0,3.9,0.0,0.01,2.27,1,3,1,1,0,0
10,87.0,0,0,1,1,11,0,0,5,51382,29613,0,77.79999999999998,48.7,0.0,0.0,3.9,0.0,0.01,1.87,0,2,2,1,0,0
12,87.0,0,0,1,1,8,0,0,5,67936,55411,0,73.6,37.7,0.0,0.0,3.9,0.0,0.01,1.58,1,2,6,1,0,0
17,87.0,0,0,2,1,6,0,0,5,73016,61109,0,85.39999999999999,28.6,0.0,0.0,3.9,0.0,0.01,1.44,0,4,0,1,0,0
10,90.0,0,0,1,0,10,0,0,5,83882,58731,0,84.4,19.5,0.0,0.0,3.9,0.0,0.01,1.65,1,2,3,1,0,0
12,90.0,0,0,1,2,11,0,0,5,94510,64081,0,95.60000000000001,23.6,0.0,0.0,3.9,0.0,0.02,1.49,1,3,1,1,0,0
12,90.0,0,0,1,2,10,0,0,5,127947,69128,0,104.39999999999999,13.3,8.0,0.0,3.9,0.0,0.02,1.75,0,5,0,1,0,0
10,90.0,0,0,1,2,13,0,0,5,153783,53843,0,107.6,22.0,8.0,0.0,3.9,0.0,0.02,2.22,1,3,1,1,0,0
5,73.0,0,0,0,2,13,0,0,5,151516,56902,0,87.99999999999999,20.3,8.0,0.0,3.9,0.0,0.02,2.11,0,2,0,1,0,0
5,68.75,0,0,0,2,9,0,0,4,139642,80795,0,74.19999999999999,18.1,8.0,0.0,3.9,0.0,0.02,2.06,0,2,0,1,0,0
2,61.67,0,0,0,0,6,0,0,3,117136,100571,0,41.599999999999994,13.2,8.0,0.0,3.9,0.0,0.01,2.15,1,2,0,1,0,0
1,47.5,0,0,0,0,4,0,0,2,64173,105698,0,19.4,11.0,0.0,0.0,3.9,0.0,0.0,1.82,0,4,0,1,0,0
1,5.0,0,0,0,0,0,0,0,1,11254,113533,0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.33,0,5,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,2926,109879,0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,1,2,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,1666,92338,0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0,5,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,464,74774,0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,1,2,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,442,69015,0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0,2,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,338,58418,0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,1,2,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,302,55581,0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0,3,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,338,58000,0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,1,2,0,1,0,0
6,84.25,0,0,0,0,7,0,0,4,6452,2059,0,58.4,25.599999999999998,28.0,0.0,4.0,0.08,0.01,1.15,0,2,1,1,0,0
7,76.4,0,0,0,0,8,0,0,5,10196,2996,0,68.8,25.7,28.0,0.0,4.0,0.06,0.01,1.37,1,2,3,1,0,0
9,75.0,0,1,0,0,7,1,0,4,13787,3560,0,76.4,27.2,47.0,0.0,4.0,0.07,0.02,1.17,1,3,2,1,0,0
10,75.0,0,1,0,0,6,1,0,4,17717,5292,0,89.6,37.1,36.0,0.0,4.0,0.02,0.03,1.35,0,2,1,1,0,0
9,69.6,0,1,0,0,6,1,0,4,23652,6601,0,80.4,50.90000000000001,30.0,0.0,4.0,0.02,0.03,1.66,0,4,0,1,0,0
7,64.5,0,1,0,0,5,1,0,3,21549,8637,0,72.80000000000001,48.20000000000001,23.0,0.0,4.0,0.01,0.04,1.93,1,4,0,1,0,0
6,71.0,0,1,0,0,4,1,0,2,17896,11210,0,62.400000000000006,48.10000000000001,23.0,0.0,4.0,0.02,0.05,1.83,0,4,0,1,0,0
3,72.0,0,0,0,0,2,0,0,2,14232,12151,0,38.400000000000006,35.900000000000006,2.0,0.0,4.0,0.0,0.03,2.24,1,2,0,1,0,0
1,54.0,0,0,0,0,1,0,0,1,10004,11514,0,10.8,14.3,0.0,0.0,4.0,0.0,0.02,2.48,0,2,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,1757,10438,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,5,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,523,8382,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,5,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,445,5595,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,3,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,380,4316,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,2,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,241,3252,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,3,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,145,2821,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,2,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,161,3310,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,2,6,1,0,0
6,90.0,0,0,1,0,0,0,0,1,368,2912,0,15.0,0.3,2.0,0.0,4.0,0.02,0.0,0.88,0,4,1,1,0,0
7,50.5,0,0,1,0,0,0,0,1,1156,2492,0,19.2,0.8,2.0,0.0,4.0,0.01,0.0,0.54,1,2,1,1,0,0
8,56.0,0,0,1,0,2,0,0,2,2825,2689,0,23.6,3.0999999999999996,23.0,0.0,4.0,0.04,0.0,0.92,1,3,0,1,0,0
8,56.0,0,0,1,0,2,0,0,2,6874,3328,0,23.6,3.0999999999999996,23.0,0.0,4.0,0.04,0.0,0.92,0,5,0,1,0,0
8,56.0,0,0,1,0,2,0,0,2,10880,3143,0,23.6,3.0999999999999996,23.0,0.0,4.0,0.04,0.0,0.92,1,3,3,1,0,0
5,56.0,0,1,0,0,5,1,0,2,11310,3416,0,41.2,14.2,64.0,0.0,4.0,0.47,0.01,1.24,0,2,1,1,0,0
5,82.33,0,1,0,0,6,2,0,3,14815,3926,0,65.60000000000001,15.100000000000001,64.0,0.0,4.0,0.47,0.01,2.04,0,2,0,1,0,0
4,90.0,0,1,0,0,8,2,0,3,17406,4108,0,92.4,12.9,47.0,0.0,4.0,0.45,0.01,2.36,1,2,7,1,0,0
11,90.0,0,2,0,2,9,2,0,4,16364,3869,0,135.4,25.700000000000003,49.0,0.0,4.0,0.34,0.06,2.2,0,4,0,1,0,0
11,81.0,0,2,0,2,9,3,0,5,16124,5195,0,138.0,40.0,51.0,0.0,4.0,0.27,0.11,2.01,0,5,0,1,0,0
8,78.75,0,1,0,2,6,2,0,4,15815,6572,0,105.4,28.6,8.0,0.0,4.0,0.01,0.14,2.05,1,2,2,1,0,0
9,78.75,0,1,0,2,6,1,0,4,11645,7545,0,94.8,28.000000000000004,8.0,0.0,4.0,0.01,0.14,1.49,0,5,0,1,0,0
9,78.75,0,1,0,2,7,1,0,4,9119,8000,0,84.0,27.900000000000002,4.0,0.0,4.0,0.0,0.14,1.89,1,2,0,1,0,0
2,67.5,0,0,0,0,8,1,0,4,8553,8397,0,43.4,15.9,2.0,0.0,4.0,0.0,0.08,1.84,0,2,4,1,0,0
6,78.75,0,1,0,0,10,0,0,4,5187,7823,0,84.4,24.400000000000002,4.0,0.0,4.0,0.0,0.03,1.83,1,2,2,1,0,0
8,81.0,0,1,0,0,11,0,0,5,7239,6717,0,100.2,54.599999999999994,6.0,0.0,4.0,0.01,0.03,1.75,0,3,0,1,0,0
6,80.2,0,1,0,0,13,1,0,5,10208,6802,0,95.60000000000002,54.699999999999996,6.0,0.0,4.0,0.01,0.03,2.21,1,2,0,1,0,0
0,0.0,0,0,0,0,0,0,0,0,328,658,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,372,745,0,0.0,0.0,0.0,-0.1,4.9,0.0,0.0,0.0,1,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,295,628,0,0.0,0.0,0.0,-0.1,4.9,0.0,0.0,0.0,1,3,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,308,487,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0,2,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,213,428,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0,4,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,164,338,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,1,4,0,0,1,0
0,0.0,0,0,0,0,0,0,0,0,128,272,0,0.0,0.0,0.0,-0.1,4.8,0.0,0.0,0.0,0,4,1,0,1,0
1,17.0,0,0,0,0,0,0,0,0,118,208,0,5.8,0.3,0.0,-0.1,4.8,0.0,0.0,0.3,1,2,0,0,1,0
1,23.0,0,0,0,0,1,1,0,0,89,181,0,12.2,10.8,0.0,-0.1,4.8,0.0,0.0,0.83,0,2,1,0,1,0
2,25.33,0,0,0,0,2,1,0,0,108,139,0,16.8,11.8,2.0,-0.1,4.8,0.0,0.02,1.15,1,5,1,0,1,0
3,19.5,0,0,0,0,3,1,0,0,120,114,0,16.8,11.8,2.0,-0.1,4.8,0.0,0.02,0.88,1,5,1,0,1,0
4,15.8,0,0,0,0,3,1,0,0,128,118,0,16.8,11.8,2.0,0.0,4.8,0.0,0.01,0.71,1,3,0,0,1,0
3,15.5,0,0,0,0,3,1,0,0,107,117,0,11.0,11.5,2.0,0.0,4.8,0.0,0.02,0.81,0,2,0,0,1,0
3,11.0,0,0,0,0,2,0,0,0,111,97,0,4.6,1.0,2.0,0.0,4.8,0.0,0.02,0.63,1,3,0,0,1,0
2,1.5,0,0,0,0,1,0,0,0,101,108,0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.04,0,2,2,0,1,0
3,37.0,0,0,0,0,1,0,0,1,117,139,0,0.0,1.7,10.0,0.0,4.8,0.06,0.01,0.46,1,2,2,0,1,0
4,70.0,0,0,1,0,1,1,0,2,133,138,0,14.8,17.5,38.0,0.0,4.8,0.16,0.04,0.64,0,4,2,0,1,0
6,69.0,0,0,1,0,4,1,0,3,197,141,0,18.0,21.3,42.0,0.0,4.8,0.11,0.03,0.99,1,2,1,0,1,0
7,64.75,0,0,1,0,6,1,0,4,539,205,0,19.6,23.599999999999998,46.0,0.0,4.8,0.08,0.02,1.17,1,3,1,0,1,0
8,56.2,0,0,1,0,6,1,0,4,762,417,0,22.0,24.2,50.0,0.0,4.8,0.07,0.02,1.09,0,5,1,0,1,0
7,47.0,0,0,1,0,7,1,0,3,967,622,0,26.400000000000002,22.6,40.0,0.0,4.8,0.04,0.01,1.12,1,3,2,0,1,0
7,51.6,0,0,0,0,10,0,0,3,1569,712,0,24.2,32.5,12.0,0.0,4.8,0.0,0.04,1.41,0,2,2,0,1,0
7,55.4,0,0,0,0,8,0,0,3,2325,898,0,25.200000000000003,30.6,16.0,0.0,4.8,0.01,0.04,1.55,0,2,4,0,1,0
10,63.0,0,1,0,0,10,1,0,3,2784,1032,0,55.6,43.2,14.0,0.0,4.8,0.01,0.12,1.74,1,2,2,0,1,0
11,75.4,0,1,0,0,11,1,0,4,3385,1052,0,56.2,46.9,25.0,0.0,4.8,0.04,0.13,1.92,0,4,1,0,1,0
11,75.4,0,1,0,0,10,1,0,4,3209,1545,0,56.800000000000004,47.3,34.0,0.0,4.8,0.05,0.13,1.94,0,5,2,0,1,0
11,75.4,0,1,0,0,9,1,0,4,2619,1719,0,45.2,25.199999999999996,42.0,0.0,4.8,0.06,0.1,1.74,1,2,10,0,1,0
19,76.2,1,1,0,3,9,1,0,4,1835,1742,0,98.8,67.6,65.0,0.0,4.8,0.11,0.11,1.33,0,5,2,0,1,0
17,75.8,1,0,0,3,9,0,0,4,1474,1683,0,74.8,53.099999999999994,63.0,0.0,4.8,0.11,0.03,1.49,1,2,2,0,1,0
17,75.0,1,0,0,3,12,0,0,4,1045,1745,0,73.8,61.4,56.0,0.0,4.8,0.08,0.03,1.67,0,2,2,0,1,0
18,82.6,1,0,0,3,13,0,0,5,1057,1404,0,85.19999999999999,82.0,66.0,0.0,4.8,0.08,0.07,1.59,1,2,0,0,1,0
16,80.75,1,0,0,3,11,0,0,4,1204,1281,0,84.19999999999999,78.4,58.0,0.0,4.8,0.1,0.08,1.78,0,3,1,0,1,0
7,71.0,0,0,0,0,13,0,0,3,1228,1289,0,35.8,34.6,31.0,0.0,4.8,0.02,0.06,2.36,1,2,1,0,1,0
7,42.0,0,0,0,1,6,0,0,2,1799,5652,0,33.0,95.0,30.0,0.0,4.4,0.02,0.14,0.92,0,2,8,1,0,0
15,53.2,0,1,0,4,4,0,0,3,8655,6805,0,69.60000000000001,176.20000000000002,34.0,-0.1,4.4,0.02,0.17,0.97,1,2,1,1,0,0
15,67.2,0,1,0,4,5,0,0,4,15151,6303,0,86.00000000000001,276.00000000000006,38.0,-0.1,4.4,0.02,0.22,1.06,1,3,2,1,0,0
15,69.8,0,1,0,4,5,0,0,4,23054,7760,0,85.4,288.3,47.0,0.0,4.4,0.05,0.24,1.29,0,2,1,1,0,0
15,84.6,0,1,0,4,7,0,0,5,28858,9417,0,97.20000000000002,298.5,49.0,0.0,4.4,0.06,0.21,1.87,0,4,0,1,0,0
12,86.0,0,1,0,3,9,1,0,5,31625,11575,0,91.4,242.1,29.0,0.0,4.4,0.04,0.16,2.18,1,4,2,1,0,0
6,87.6,0,0,0,0,9,1,0,5,25689,13032,0,72.0,179.7,25.0,0.0,4.4,0.04,0.13,2.23,0,4,2,1,0,0
7,84.0,0,0,0,0,8,1,0,5,20328,13385,0,64.39999999999999,94.8,19.0,0.0,4.4,0.04,0.06,2.39,1,2,2,1,0,0
7,81.6,0,0,0,0,8,1,0,5,13854,13290,0,60.400000000000006,86.80000000000001,12.0,0.0,4.4,0.01,0.05,2.11,0,2,0,1,0,0
6,79.5,0,0,0,0,6,1,0,4,9789,11529,0,48.6,76.30000000000001,10.0,0.0,4.4,0.0,0.04,1.89,1,5,8,1,0,0
14,81.75,0,2,0,1,6,0,0,4,6836,11611,0,89.0,84.1,10.0,0.0,4.4,0.0,0.11,1.95,1,5,0,1,0,0
12,81.75,0,2,0,1,7,1,0,4,8491,10477,0,82.0,66.30000000000001,14.0,0.0,4.4,0.0,0.11,1.59,1,3,9,1,0,0
19,86.25,0,2,1,4,6,1,0,4,8820,12009,0,85.0,85.8,20.0,0.0,4.4,0.0,0.14,1.55,0,2,7,1,0,0
24,86.25,1,2,1,4,7,1,0,4,36238,10521,0,116.4,85.3,40.0,0.0,4.4,0.03,0.14,2.02,1,3,9,1,0,0
33,87.0,1,4,1,6,10,1,0,5,72615,14822,0,159.4,148.4,65.0,0.0,4.4,0.05,0.18,1.92,0,2,5,1,0,0
30,87.6,1,3,1,5,8,1,0,5,412765,47571,0,140.39999999999998,141.8,73.0,0.1,4.5,0.05,0.16,1.65,1,2,6,1,0,0
36,87.6,1,3,2,5,6,0,0,5,493813,65568,0,141.0,161.39999999999998,73.0,0.1,4.5,0.05,0.17,1.5,0,4,3,1,0,0
30,85.2,1,4,1,2,10,0,0,5,532073,74592,0,133.6,142.10000000000002,84.0,0.1,4.5,0.06,0.14,1.58,1,2,1,1,0,0
24,86.8,0,4,1,2,11,0,0,5,808811,85571,0,117.0,256.9,69.0,0.2,4.6,0.05,0.21,1.45,1,3,1,1,0,0
16,85.0,0,2,1,0,10,0,0,5,942213,134739,0,85.6,242.89999999999998,56.0,0.2,4.6,0.06,0.19,1.69,0,5,0,1,0,0
11,81.6,0,1,1,0,12,1,0,5,773886,154058,0,56.599999999999994,222.1,57.0,0.1,4.6,0.07,0.16,2.04,1,3,5,1,0,0
10,81.6,0,2,0,1,15,1,0,5,783929,160480,0,69.6,248.49999999999997,60.0,0.1,4.6,0.09,0.2,2.23,0,2,2,1,0,0
9,84.0,0,1,0,1,12,1,0,5,1338537,155876,0,73.8,264.9,47.0,0.2,4.7,0.08,0.24,2.33,0,2,3,1,0,0
11,84.8,0,2,0,1,13,1,0,5,1627254,151035,0,74.6,169.20000000000002,38.0,0.1,4.7,0.06,0.3,2.5,1,2,1,1,0,0
11,77.6,0,2,0,1,12,1,0,5,1645355,110838,0,64.8,121.60000000000001,26.0,0.1,4.7,0.03,0.25,2.19,0,4,2,1,0,0
13,79.4,0,2,0,1,10,0,0,5,1481950,387774,0,84.2,152.8,20.0,0.1,4.7,0.03,0.26,2.19,0,5,1,1,0,0
9,79.4,0,1,0,0,9,0,0,5,1391170,548977,0,81.0,110.9,17.0,0.1,4.7,0.02,0.2,1.99,1,2,2,1,0,0
9,79.4,0,1,0,0,9,0,0,5,812235,622016,0,79.8,80.7,34.0,-0.1,4.6,0.03,0.15,1.54,0,5,0,1,0,0
6,79.4,0,0,0,0,10,0,0,5,230226,716231,0,77.2,42.1,49.0,-0.1,4.6,0.06,0.02,1.86,1,2,-1,1,0,0
4,88.4,0,0,0,0,14,1,0,5,58506,791563,0,92.6,43.400000000000006,68.0,-0.2,4.5,0.07,0.02,2.27,0,2,1,1,0,0
3,89.4,0,0,0,0,15,1,0,5,53539,588853,0,82.6,40.099999999999994,63.0,-0.2,4.5,0.05,0.02,1.95,1,2,2,1,0,0
4,89.4,0,0,0,0,14,1,0,5,58891,457173,0,91.8,125.19999999999999,82.0,-0.3,4.4,0.05,0.08,2.08,0,3,4,1,0,0
